image_id,split,codec,is_lossy,quality,raw_bytes,compressed_bytes,compression_ratio,encode_time_ms,decode_time_ms,mse,psnr,ssim,dark_ssim,dark_psnr,banding_score
edge_06_mixed_hdr,train,webp_lossy,True,85.0,1179648,59534,19.814694124365907,43.853624956682324,7.031915942206979,48.367752922905815,31.285244495359194,0.7122411303603098,0.8013070312519902,36.04892314936242,0.10674956503940232
edge_06_mixed_hdr,train,webp_lossy,True,95.0,1179648,158406,7.446990644293777,59.47370792273432,13.96549993660301,39.52350870768229,32.16224868658174,0.763437286404541,0.8482340763000455,37.04373841482332,0.0020483481833600075
edge_01_smooth_gradient,train,png,False,,1179648,2460,479.5317073170732,2.770374994724989,1.990457996726036,0.0,inf,1.0,1.0,100.0,0.3671875
edge_01_smooth_gradient,train,webp_lossless,False,100.0,1179648,1074,1098.3687150837989,13.34962504915893,1.5716669149696827,0.0,inf,1.0,1.0,100.0,0.3671875
edge_01_smooth_gradient,train,jpeg,True,50.0,1179648,12817,92.03776234688304,1.830875058658421,1.0897499741986394,1.6037326388888888,46.079483928882404,0.9935213896124567,0.9904875196114967,44.56895100302874,0.796875
edge_01_smooth_gradient,train,jpeg,True,75.0,1179648,15552,75.85185185185185,1.755374949425459,1.0649589821696281,0.7608506944444444,49.31780919525289,0.9955388042904724,0.9947015534131826,48.64911999140779,0.4609375
edge_01_smooth_gradient,train,jpeg,True,85.0,1179648,17760,66.42162162162163,1.7484589479863644,1.0863749776035547,0.5390625,50.81441239778523,0.9970888432363477,0.9950465409090834,48.79424382210363,0.5481770833333334
edge_01_smooth_gradient,train,jpeg,True,95.0,1179648,36681,32.15964668356915,1.9192090258002281,1.3447499368339777,0.5151909722222222,51.01112116664494,0.9950532627272871,0.9930051103685981,49.237786583616,0.4270833333333333
edge_01_smooth_gradient,train,webp_lossy,True,50.0,1179648,1054,1119.2106261859583,17.06175005529076,1.8477499252185225,0.973647223578559,48.24678731099665,0.9941059245784108,0.9923811911363004,46.77089451927469,0.709381103515625
edge_01_smooth_gradient,train,webp_lossy,True,75.0,1179648,1028,1147.5175097276265,17.088084015995264,1.8254999304190278,0.6909264458550347,49.73648544838955,0.9956881585673262,0.9942583753773371,49.77569379136636,0.656402587890625
edge_01_smooth_gradient,train,webp_lossy,True,85.0,1179648,1336,882.9700598802395,20.408166921697557,1.8411249620839953,0.6454594930013021,50.03211368359986,0.9958246251167773,0.995785232769571,51.19258411259976,0.6317113240559896
edge_01_smooth_gradient,train,webp_lossy,True,95.0,1179648,1972,598.1987829614604,21.225959062576294,1.8160420004278421,0.5969653659396701,50.37131225412922,0.9949987976814714,0.9951355907851445,51.16108288959702,0.5289713541666666
edge_05_clean_flat_poster,train,png,False,,1179648,2346,502.83375959079285,2.5956250028684735,1.674833009019494,0.0,inf,1.0,1.0,100.0,1.0
edge_05_clean_flat_poster,train,webp_lossless,False,100.0,1179648,110,10724.072727272727,3.8756249705329537,1.513332943432033,0.0,inf,1.0,1.0,100.0,1.0
edge_05_clean_flat_poster,train,jpeg,True,50.0,1179648,11889,99.221801665405,3.2902919920161366,3.235875046811998,1.1111111111111112,47.673228703072354,0.9998798020425917,1.0,100.0,1.0
edge_05_clean_flat_poster,train,jpeg,True,75.0,1179648,12001,98.29580868260979,2.4674589512869716,1.5551670221611857,0.4444444444444444,51.65262878979273,0.9999739274015114,1.0,100.0,1.0
edge_05_clean_flat_poster,train,jpeg,True,85.0,1179648,12113,97.38693965161397,3.7283749552443624,1.6623330302536488,0.4444444444444444,51.65262878979273,0.9999739274015114,1.0,100.0,1.0
edge_05_clean_flat_poster,train,jpeg,True,95.0,1179648,12353,95.49485954828786,1.7773750005289912,1.7199170542880893,0.4444444444444444,51.65262878979273,0.9999739274015114,1.0,100.0,1.0
edge_05_clean_flat_poster,train,webp_lossy,True,50.0,1179648,1022,1154.2544031311154,16.012500040233135,1.9073750590905547,4.072078280978733,42.03264242651605,0.9964914930143759,1.0,100.0,0.9434278125865234
edge_05_clean_flat_poster,train,webp_lossy,True,75.0,1179648,1030,1145.2893203883496,14.5819999743253,1.6177919460460544,3.8551262749565973,42.270417528989135,0.9972827013238977,1.0,100.0,0.96614753763089
edge_05_clean_flat_poster,train,webp_lossy,True,85.0,1179648,890,1325.4471910112359,14.810417080298066,1.5546249924227595,3.7711893717447915,42.366020196479646,0.9978521145484546,1.0,100.0,0.996970611092932
